CaseMasterID,CrimeNo,CaseCategoryName,CaseStatusName,PoliceStationUnitID,DistrictName,StateName,InvestigatingOfficerID,RegistrationDate,InfoReceivedPSDate,CrimeHeadName,CrimeSubHeadName,CrimeCategoryGroup,GravityOffenceName,BriefFacts,IncidentUnitID,IncidentDistrictName,latitude,longitude,LocationTypeArchetype,IsHotspotUnitFlag,AccusedHomeUnitDistance,IncidentFromDate,IncidentToDate,IncidentHourOfDay,IncidentDayOfWeek,IsFestivalOrEventWindow,ReportingDelayHours,CaseAgeDays,PrimaryAccusedID,PrimaryAccusedAgeBand,PrimaryAccusedGender,NumberOfAccused,CoAccusedIDList,IsRepeatAccusedFlag,ArrestStatus,ArrestDelayDays,PrimaryVictimAgeBand,PrimaryVictimGender,NumberOfVictims,VictimAccusedRelationship,IsRepeatVictimFlag,VictimPoliceFlag,NumberOfEvidenceItems,EvidenceTypesList,NumberOfVehiclesInvolved,ActsInvokedList,SectionsInvokedList,NumberOfSectionsInvoked,ChargesheetOutcome,ChargesheetFilingDelayDays,InvestigatingOfficerRank,CourtID,CourtName,InvestigationDurationDays,OfficerActiveCaseLoad,OfficerHistoricalFalseCaseRate,HiddenCriminalProfileID,HiddenGangID,HiddenClusterID,HiddenMOGroup,HiddenBridgeNodeFlag,HiddenEscalationCurveLabel,IsRepeatOffenderGroundTruth,RiskLabel,AnomalyLabel
3662,100050039202400006,FIR,Charge Sheeted,39,Bengaluru Urban,Karnataka,115,2024-01-02,2023-12-26 16:34:47,Crimes Against Senior Citizens,Neglect of Senior Citizens,Violent,Heinous,"The event transpired at a residential around 10:00 hours on Tuesday. The suspects left their sick elderly father alone in a house without food, water, or medical attention. Key evidence collected includes CCTV Footage and Witness Statement Record. The crime was committed by a group of 2 co-offenders.",39,Bengaluru Urban,13.004092,77.569646,Residential,True,Unknown/One-Time,2023-12-26 10:34:47,2023-12-26 14:12:47,10,Tuesday,True,6.0,925,2583.0,65+,M,2,2583;2584,False,,,65+,F,1,Known,False,False,2,CCTV Footage;Witness Statement Record,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,925,17,0.0588235294117647,,,SOLO_3662,61_Residential_1,,,False,High,Normal
3663,100270169202200004,FIR,Charge Sheeted,169,Udupi,Karnataka,506,2022-03-24,2022-03-18 23:10:02,Crimes Against Public Order,Affray,Public-Order,Non-Heinous,"A lone suspect was involved in carrying out this offense. A group of youths engaged in a physical fight on the street, causing residents to shut their doors. The incident took place in a general/public place at 12:00 hours on Friday. Investigators recovered Scene Photograph from the location.",169,Udupi,13.37809,74.782803,General/Public Place,True,Unknown/One-Time,2022-03-18 12:28:02,2022-03-18 19:09:02,12,Friday,False,10.7,1574,289.0,26-35,M,1,289,False,,,18-25,M,2,Known,False,False,1,Scene Photograph,0,,,,Charge-Sheeted,,Inspector,,,1574,17,0.0588235294117647,,,SOLO_3663,31_General/Public Place_2,,,False,Medium,Normal
3664,100040030202400003,FIR,Pending Trial,30,Bengaluru Rural,Karnataka,88,2024-07-15,2024-07-11 20:25:48,Narcotic Drugs and Psychotropic Substances Offences,Drug Trafficking,Narcotics,Non-Heinous,The suspects ran a network distributing synthetic drugs to college students via local couriers. Evidence seized during the initial probe includes Seized Narcotic Substance and Seizure Photograph. The offense occurred near a highway around 14:00 hours on Thursday.,30,Bengaluru Rural,13.214661,77.571307,Highway,False,Unknown/One-Time,2024-07-11 14:35:48,2024-07-11 15:15:48,14,Thursday,False,5.833333333333333,730,,,,0,,False,,,,,0,,False,False,2,Seized Narcotic Substance;Seizure Photograph,1,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,730,10,0.0,,,SOLO_3664,47_Highway_2,,,,Low,Normal
3665,100060041202300005,FIR,Closed - False Case,41,Bidar,Karnataka,121,2023-07-06,2023-07-01 17:16:24,Crimes Against Senior Citizens,Neglect of Senior Citizens,Violent,Non-Heinous,"Police later collected Bank Statement and Witness Statement Record as part of the case file. The suspects left their sick elderly father alone in a house without food, water, or medical attention. The incident was reported from a residential at 11:00 hours on Saturday. A gang of 2 co-accused was implicated in this incident.",41,Bidar,17.87935,77.533278,Residential,False,Unknown/One-Time,2023-07-01 11:41:24,2023-07-01 13:02:24,11,Saturday,False,5.583333333333333,1105,1896.0,51-65,M,2,1896;1897,False,,,65+,F,1,Known,False,False,2,Bank Statement;Witness Statement Record,0,,,,False Case,,Sub-Inspector,,,1105,10,0.1,,,SOLO_3665,61_Residential_1,,,False,Low,Normal
3666,100110072202400003,FIR,Closed - Undetected,72,Dakshina Kannada,Karnataka,214,2024-07-01,2024-06-28 15:30:20,Miscellaneous IPC Offences,Offences Against Public Servants,Property,Non-Heinous,"The accused tore official documents and threatened the public servant inside their office. The event transpired at a general/public place around 13:00 hours on Friday. The crime was committed by a group of 2 co-offenders. Forensic search and examination revealed Scene Photograph, Seized Property List and Witness Statement Record at the scene.",72,Dakshina Kannada,12.892108,74.862274,General/Public Place,False,Unknown/One-Time,2024-06-28 13:19:20,2024-06-28 14:13:20,13,Friday,False,2.183333333333333,744,3259.0,51-65,M,2,3259;3260,False,,,51-65,F,1,Stranger,False,False,4,Scene Photograph;Seized Property List;Witness Statement Record,0,,,,Undetected,,Inspector,,,744,9,0.1111111111111111,,,SOLO_3666,65_General/Public Place_2,,,False,Low,Normal
3667,100260160202600004,FIR,Under Investigation,160,Tumakuru,Karnataka,480,2026-03-22,2026-03-19 02:00:29,Crimes Against Body,Murder,Violent,Heinous,The incident took place in a general/public place at 20:00 hours on Wednesday. The accused poisoned the victim's drink during a social gathering in an attempt to settle an old business dispute secretly. A lone suspect was involved in carrying out this offense.,160,Tumakuru,13.371662,77.066746,General/Public Place,False,local,2026-03-18 20:06:29,2026-03-19 01:36:29,20,Wednesday,False,5.9,115,5499.0,51-65,M,1,5499,True,,,26-35,F,2,Stranger,False,False,0,,0,,,,Not Yet Disposed,,Circle Inspector,,,115,6,0.0,CP00068,GNG0002,GNG0002,1_General/Public Place_3,,,True,Severe,Normal
3668,300310192202500001,UDR,Disposed - Convicted,192,Vijayanagara,Karnataka,576,2025-01-05,2025-01-04 00:01:23,Crimes Against Children,Kidnapping of Minors,Violent,Non-Heinous,Investigation indicates the involvement of a single perpetrator. The accused took the minor child to another town without the parents' consent or knowledge. The offense occurred near a general/public place around 17:00 hours on Friday.,192,Vijayanagara,15.283254,76.419025,General/Public Place,False,Unknown/One-Time,2025-01-03 17:44:23,2025-01-03 23:19:23,17,Friday,False,6.283333333333333,556,3869.0,51-65,F,1,3869,False,,,Minor (<18),F,1,Stranger,False,False,4,CCTV Footage;DNA Swab;Guardian Statement Record;Medical Examination Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,556,12,0.0,,,SOLO_3668,27_General/Public Place_2,,,False,Medium,Normal
3669,100280172202200001,FIR,Charge Sheeted,172,Uttara Kannada,Karnataka,515,2022-07-07,2022-07-03 02:26:07,Miscellaneous IPC Offences,Criminal Intimidation,Property,Non-Heinous,"The accused made threatening phone calls to the victim, warning them of severe consequences. The incident was reported from a general/public place at 16:00 hours on Saturday.",172,Uttara Kannada,14.786763,74.707338,General/Public Place,False,Unknown/One-Time,2022-07-02 16:08:07,2022-07-02 20:21:07,16,Saturday,False,10.3,1469,647.0,51-65,M,3,647;648;649,False,,,51-65,F,1,Stranger,False,False,0,,0,,,,Charge-Sheeted,,Sub-Inspector,,,1469,4,0.25,,,SOLO_3669,63_General/Public Place_2,,,False,Medium,Normal
3670,100230148202500006,FIR,Under Investigation,148,Raichur,Karnataka,442,2025-02-07,2025-02-04 15:18:54,Crimes Against Public Order,Affray,Public-Order,Non-Heinous,"Police later collected Scene Photograph as part of the case file. The accused engaged in a physical brawl outside the cinema hall, disrupting public peace. The event transpired at a general/public place around 11:00 hours on Tuesday.",148,Raichur,16.230339,77.396026,General/Public Place,True,Unknown/One-Time,2025-02-04 11:26:54,2025-02-04 13:00:54,11,Tuesday,False,3.866666666666666,523,,,,0,,False,,,51-65,M,3,Known,False,False,1,Scene Photograph,0,,,,Not Yet Disposed,,Sub-Inspector,,,523,15,0.1333333333333333,,,SOLO_3670,31_General/Public Place_1,,,,Low,Normal
3671,100210134202200001,FIR,Disposed - Convicted,134,Mandya,Karnataka,402,2022-12-24,2022-12-18 12:25:18,Cyber Crime,Phishing,Cyber-Financial,Non-Heinous,"The suspects sent fake tax refund emails, leading victims to enter credit card details on a cloned site. The incident took place in a cyber-agnostic at 08:00 hours on Sunday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Call Detail Record, Device Forensic Report and IP Access Log at the scene.",134,Mandya,12.476257,76.899562,Cyber-Agnostic,False,Unknown/One-Time,2022-12-18 08:49:18,2022-12-18 10:04:18,8,Sunday,False,3.6,1299,1234.0,36-50,M,1,1234,False,,,36-50,M,1,Stranger,False,False,3,Call Detail Record;Device Forensic Report;IP Access Log,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1299,5,0.0,,,SOLO_3671,44_Cyber-Agnostic_1,,,False,Medium,Normal
3672,100100069202500006,FIR,Charge Sheeted,69,Chitradurga,Karnataka,206,2025-11-21,2025-11-19 21:26:43,Crimes Against Children,Kidnapping of Minors,Violent,Non-Heinous,The offense occurred near a general/public place around 14:00 hours on Wednesday. The accused took the minor child to another town without the parents' consent or knowledge. Key evidence collected includes DNA Swab and Medical Examination Report. The offense was carried out by 2 suspects acting together.,69,Chitradurga,14.256571,76.404194,General/Public Place,True,Unknown/One-Time,2025-11-19 14:58:43,2025-11-19 21:13:43,14,Wednesday,False,6.466666666666667,236,5036.0,26-35,M,2,5036;5037,False,,,Minor (<18),M,1,Known,False,False,2,DNA Swab;Medical Examination Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,236,17,0.1764705882352941,CP00109,,CP00109,27_General/Public Place_2,,,True,High,Normal
3673,100280175202200003,FIR,Charge Sheeted,175,Uttara Kannada,Karnataka,524,2022-11-14,2022-11-09 02:59:36,Crimes Against Women,Stalking,Violent,Heinous,A single individual executed the crime. The suspect made multiple fake profiles to stalk the victim's social media and track her locations. The incident was reported from a general/public place at 18:00 hours on Tuesday. Investigators recovered Call Detail Record and DNA Swab from the location.,175,Uttara Kannada,14.787528,74.664149,General/Public Place,False,Unknown/One-Time,2022-11-08 18:37:36,2022-11-09 01:23:36,18,Tuesday,True,8.366666666666667,1339,1075.0,51-65,M,1,1075,False,,,26-35,F,1,Stranger,False,False,2,Call Detail Record;DNA Swab,0,,,,Charge-Sheeted,,Sub-Inspector,,,1339,5,0.0,,,SOLO_3673,22_General/Public Place_3,,,False,High,Normal
3674,100310191202600010,FIR,Pending Trial,191,Vijayanagara,Karnataka,572,2026-02-16,2026-02-16 02:13:28,Crimes Against Senior Citizens,Neglect of Senior Citizens,Violent,Heinous,"The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. Evidence seized during the initial probe includes Bank Statement, CCTV Footage and Medical Examination Report. The event transpired at a residential around 14:00 hours on Sunday.",191,Vijayanagara,15.233599,76.384277,Residential,True,Unknown/One-Time,2026-02-15 14:53:28,2026-02-15 21:54:28,14,Sunday,False,11.333333333333334,149,5327.0,51-65,M,1,5327,False,,,26-35,M,1,Known,True,False,3,Bank Statement;CCTV Footage;Medical Examination Report,0,,,,Not Yet Disposed,,Circle Inspector,,,149,15,0.0,,,SOLO_3674,61_Residential_2,,,False,Medium,Normal
3675,100280180202500008,FIR,Under Investigation,180,Uttara Kannada,Karnataka,538,2025-09-20,2025-09-15 02:09:11,Crimes Against Body,Assault,Violent,Heinous,"The accused physically obstructed and assaulted the complainant in the market area, creating public nuisance. The incident took place in a general/public place at 20:00 hours on Sunday. A lone suspect was involved in carrying out this offense.",180,Uttara Kannada,14.81089,74.731441,General/Public Place,True,Unknown/One-Time,2025-09-14 20:05:11,2025-09-15 00:50:11,20,Sunday,True,6.066666666666666,298,4806.0,65+,M,1,4806,False,,,51-65,F,1,Known,False,False,2,Fingerprint Lift;Medical Examination Report,0,,,,Not Yet Disposed,,Inspector,,,298,24,0.0416666666666666,,,SOLO_3675,8_General/Public Place_3,,,False,Medium,Normal
3676,100080053202300006,FIR,Closed - Undetected,53,Chikballapur,Karnataka,157,2023-02-25,2023-02-20 01:46:57,Crimes Against Children,Child Abuse,Violent,Non-Heinous,The accused physically branded the minor child with heated objects over minor mistakes. The offense occurred near a residential around 15:00 hours on Sunday. Forensic search and examination revealed DNA Swab and Guardian Statement Record at the scene.,53,Chikballapur,13.448467,77.71681,Residential,True,Unknown/One-Time,2023-02-19 15:38:57,2023-02-19 23:27:57,15,Sunday,False,10.133333333333333,1236,,,,0,,False,,,Minor (<18),F,1,Known,False,False,2,DNA Swab;Guardian Statement Record,0,,,,Undetected,,Sub-Inspector,,,1236,20,0.05,,,SOLO_3676,24_Residential_2,,,,Low,Normal
3677,100090062202300009,FIR,Charge Sheeted,62,Chikkamagaluru,Karnataka,185,2023-02-11,2023-02-06 03:21:47,Crimes Against Property,Criminal Trespass,Property,Heinous,"The incident was reported from a general/public place at 18:00 hours on Sunday. The suspects occupied the complainant's shop during the night and threatened the complainant when confronted. Key evidence collected includes CCTV Footage, Fingerprint Lift, Recovered Stolen Property and Scene Photograph.",62,Chikkamagaluru,13.366721,75.797077,General/Public Place,True,Unknown/One-Time,2023-02-05 18:23:47,2023-02-06 00:52:47,18,Sunday,False,8.966666666666667,1250,,,,0,,False,,,36-50,M,1,Known,False,False,4,CCTV Footage;Fingerprint Lift;Recovered Stolen Property;Scene Photograph,0,,,,Charge-Sheeted,,Circle Inspector,,,1250,20,0.2,,,SOLO_3677,13_General/Public Place_3,,,,High,Normal
3678,100210135202300005,FIR,Pending Trial,135,Mandya,Karnataka,404,2023-08-05,2023-08-04 20:33:09,Cyber Crime,Hacking,Cyber-Financial,Non-Heinous,The accused installed keylogger software on cyber cafe computers to steal user credentials. The event transpired at a cyber-agnostic around 16:00 hours on Friday. Investigators recovered Screenshot Evidence from the location.,135,Mandya,12.560159,76.944004,Cyber-Agnostic,True,Unknown/One-Time,2023-08-04 16:45:09,2023-08-04 20:25:09,16,Friday,False,3.8,1075,,,,0,,False,,,26-35,F,1,Stranger,False,False,1,Screenshot Evidence,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,1075,13,0.0769230769230769,,,SOLO_3678,42_Cyber-Agnostic_2,,,,Low,Normal
3679,100260161202400009,FIR,Charge Sheeted,161,Tumakuru,Karnataka,482,2024-09-07,2024-09-03 20:59:33,Narcotic Drugs and Psychotropic Substances Offences,Illicit Drug Manufacturing,Narcotics,Non-Heinous,The accused used domestic gas cylinders and chemicals to process crude raw materials into refined narcotics. Evidence seized during the initial probe includes Seized Narcotic Substance and Weighment Report. The incident took place in a general/public place at 11:00 hours on Tuesday.,161,Tumakuru,13.348133,77.149767,General/Public Place,False,Unknown/One-Time,2024-09-03 11:06:33,2024-09-03 15:52:33,11,Tuesday,True,9.883333333333333,676,3487.0,36-50,M,3,3487;3488;3489,False,,,,,0,,False,False,2,Seized Narcotic Substance;Weighment Report,1,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,676,11,0.0,,,SOLO_3679,49_General/Public Place_1,,,False,Medium,Normal
3680,100310193202400003,FIR,Closed - False Case,193,Vijayanagara,Karnataka,578,2024-12-27,2024-12-25 00:30:42,Crimes Against Women,Acid Attack,Violent,Non-Heinous,"Police later collected CCTV Footage, Call Detail Record, Clothing Sample, DNA Swab and Medical Examination Report as part of the case file. The suspects targeted the victim outside her college and threw acid from a moving motorcycle. The offense occurred near a general/public place around 18:00 hours on Tuesday. Investigation indicates the involvement of a single perpetrator.",193,Vijayanagara,15.251416,76.415825,General/Public Place,False,Unknown/One-Time,2024-12-24 18:44:42,2024-12-24 23:33:42,18,Tuesday,True,5.766666666666667,565,3846.0,18-25,M,1,3846,False,,,36-50,M,1,Known,True,True,5,CCTV Footage;Call Detail Record;Clothing Sample;DNA Swab;Medical Examination Report,0,,,,False Case,,Sub-Inspector,,,565,5,0.2,,,SOLO_3680,23_General/Public Place_3,,,False,Low,Normal
3681,100210129202400005,FIR,Pending Trial,129,Mandya,Karnataka,387,2024-08-18,2024-08-14 05:36:22,Crimes Against Women,Rape,Violent,Non-Heinous,"The accused sexually assaulted the victim at an isolated location under threat of physical harm. The incident was reported from a general/public place at 00:00 hours on Wednesday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed Call Detail Record, Clothing Sample, DNA Swab and Medical Examination Report at the scene.",129,Mandya,12.516517,76.882008,General/Public Place,False,Unknown/One-Time,2024-08-14 00:42:22,2024-08-14 01:39:22,0,Wednesday,False,4.9,696,3414.0,26-35,M,2,3414;3415,False,,,36-50,F,1,Known,False,False,4,Call Detail Record;Clothing Sample;DNA Swab;Medical Examination Report,0,,,,Not Yet Disposed,,Circle Inspector,,,696,17,0.1176470588235294,,,SOLO_3681,17_General/Public Place_0,,,False,Low,Normal
3682,100260161202200003,FIR,Closed - Undetected,161,Tumakuru,Karnataka,483,2022-09-25,2022-09-16 21:07:00,Crimes Against Body,Simple Hurt,Violent,Heinous,The event transpired at a general/public place around 20:00 hours on Friday. The accused pulled the victim's hair and scratched their face during a domestic dispute over household expenses. The crime was committed by a group of 2 co-offenders.,161,Tumakuru,13.320576,77.092447,General/Public Place,False,Unknown/One-Time,2022-09-16 20:27:00,2022-09-16 20:53:00,20,Friday,False,0.6666666666666666,1389,900.0,36-50,M,2,900;901,False,,,51-65,M,1,Known,False,False,1,Blood Sample,0,,,,Undetected,,Sub-Inspector,,,1389,13,0.0769230769230769,,,SOLO_3682,5_General/Public Place_3,,,False,Medium,Normal
3683,100010005202500005,FIR,Charge Sheeted,5,Bagalkot,Karnataka,14,2025-08-07,2025-08-03 09:55:06,Crimes Against State,Terrorism-Related Offences,Public-Order,Heinous,A lone suspect was involved in carrying out this offense. The suspects received funds from foreign entities to coordinate subversive activities in the city. The incident took place in a general/public place at 17:00 hours on Saturday. Investigators recovered Digital Communication Record and Seized Document from the location.,5,Bagalkot,16.157072,75.672061,General/Public Place,False,Unknown/One-Time,2025-08-02 17:33:06,2025-08-03 01:08:06,17,Saturday,False,16.366666666666667,342,4631.0,26-35,M,1,4631,False,,,26-35,M,1,Stranger,False,False,2,Digital Communication Record;Seized Document,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,342,8,0.125,,,SOLO_3683,52_General/Public Place_2,,,False,High,Normal
3684,100190121202400008,FIR,Disposed - Convicted,121,Kolar,Karnataka,363,2024-06-26,2024-06-21 22:37:00,Crimes Against Body,Attempt to Murder,Violent,Heinous,"The accused physically assaulted the victim with wooden bats during a street fight, causing severe head injuries before escaping. Evidence seized during the initial probe includes Fingerprint Lift and Weapon Recovery. The offense occurred near a general/public place around 19:00 hours on Friday.",121,Kolar,13.170289,78.169597,General/Public Place,True,Unknown/One-Time,2024-06-21 19:47:00,2024-06-21 22:12:00,19,Friday,False,2.833333333333333,749,,,,0,,False,,,65+,F,1,Known,False,False,2,Fingerprint Lift;Weapon Recovery,0,,,,Charge-Sheeted,,Inspector,,,749,19,0.0,,,SOLO_3684,2_General/Public Place_3,,,,High,Normal
3685,100280178202500001,FIR,Charge Sheeted,178,Uttara Kannada,Karnataka,534,2025-11-16,2025-11-14 22:19:58,Crimes Against Children,Child Abuse,Violent,Non-Heinous,Police later collected CCTV Footage and Medical Examination Report as part of the case file. The suspect forced the minor child to perform heavy domestic chores and denied them food. The incident was reported from a residential at 11:00 hours on Friday. A single individual executed the crime.,178,Uttara Kannada,14.785424,74.733855,Residential,False,Unknown/One-Time,2025-11-14 11:42:58,2025-11-14 17:03:58,11,Friday,True,10.616666666666667,241,5013.0,51-65,M,1,5013,False,,,Minor (<18),F,1,Known,False,False,2,CCTV Footage;Medical Examination Report,0,,,,Charge-Sheeted,,Circle Inspector,,,241,6,0.0,,,SOLO_3685,24_Residential_1,,,False,Medium,Normal
3686,100020013202300001,FIR,Pending Trial,13,Ballari,Karnataka,37,2023-05-31,2023-05-23 18:09:48,Special and Local Laws Offences,Arms Act Violations,Narcotics,Non-Heinous,"The accused brandished a gun in a public place during a local festival, creating panic. The event transpired at a general/public place around 12:00 hours on Tuesday. The crime was committed by a group of 2 co-offenders. Forensic search and examination revealed Seizure Photograph at the scene.",13,Ballari,15.140667,76.877057,General/Public Place,False,inter-district,2023-05-23 12:39:48,2023-05-23 16:46:48,12,Tuesday,False,5.5,1141,1747.0,26-35,M,2,1747;1748,False,,,,,0,,False,False,1,Seizure Photograph,0,,,,Not Yet Disposed,,Sub-Inspector,,,1141,7,0.0,CP00140,,CP00140,66_General/Public Place_2,,,False,Low,Normal
3687,100030022202200002,FIR,Disposed - Convicted,22,Belagavi,Karnataka,64,2022-04-30,2022-04-24 17:01:31,Miscellaneous IPC Offences,Criminal Intimidation,Property,Non-Heinous,"The incident took place in a general/public place at 09:00 hours on Sunday. The suspect brandished a knife and threatened the complainant over a personal dispute. Key evidence collected includes Scene Photograph, Seized Property List and Witness Statement Record. A group of 3 individuals was involved in the offense.",22,Belagavi,15.845374,74.538215,General/Public Place,False,Unknown/One-Time,2022-04-24 09:10:31,2022-04-24 09:29:31,9,Sunday,False,7.85,1537,395.0,36-50,M,3,395;396;397,True,,,26-35,M,1,Known,False,False,3,Scene Photograph;Seized Property List;Witness Statement Record,0,,,,Charge-Sheeted,,Deputy Superintendent of Police,,,1537,8,0.0,CP00050,,CP00050,63_General/Public Place_1,,,True,High,Normal
3688,100020014202400006,FIR,Disposed - Convicted,14,Ballari,Karnataka,42,2024-03-29,2024-03-27 20:32:57,Crimes Against Senior Citizens,Elder Abuse,Violent,Heinous,The accused beat their dependent mother and demanded she sign the bank pension documents. The offense occurred near a residential around 15:00 hours on Wednesday.,14,Ballari,15.097664,76.939693,Residential,True,Unknown/One-Time,2024-03-27 15:12:57,2024-03-27 18:03:57,15,Wednesday,True,5.333333333333333,838,,,,0,,False,,,65+,F,2,Known,False,False,0,,0,,,,Charge-Sheeted,,Inspector,,,838,18,0.0555555555555555,,,SOLO_3688,59_Residential_2,,,,High,Normal
3689,100150095202300006,FIR,Disposed - Convicted,95,Hassan,Karnataka,284,2023-11-07,2023-11-04 02:44:17,Crimes Against State,Waging War Against the State,Public-Order,Non-Heinous,The suspects held training sessions in arms and explosives to wage war against the state. The incident was reported from a general/public place at 17:00 hours on Friday.,95,Hassan,13.027057,76.123735,General/Public Place,True,Unknown/One-Time,2023-11-03 17:48:17,2023-11-03 21:42:17,17,Friday,True,8.933333333333334,981,,,,0,,False,,,,,0,,False,False,3,Digital Communication Record;Seized Document;Surveillance Report,0,,,,Charge-Sheeted,,Inspector,,,981,23,0.0869565217391304,,,SOLO_3689,53_General/Public Place_2,,,,Medium,Normal
3690,100080056202200004,FIR,Charge Sheeted,56,Chikballapur,Karnataka,167,2022-03-05,2022-03-05 19:19:10,Crimes Against Public Order,Affray,Public-Order,Non-Heinous,"Police later collected CCTV Footage, Seized Weapon/Object and Video Recording as part of the case file. A group of youths engaged in a physical fight on the street, causing residents to shut their doors. The event transpired at a general/public place around 12:00 hours on Saturday. The crime was committed by a group of 3 co-offenders.",56,Chikballapur,13.415717,77.739688,General/Public Place,False,Unknown/One-Time,2022-03-05 12:52:10,2022-03-05 17:07:10,12,Saturday,False,6.45,1593,226.0,51-65,M,3,226;227;228,False,,,18-25,M,2,Stranger,False,False,3,CCTV Footage;Seized Weapon/Object;Video Recording,0,,,,Charge-Sheeted,,Sub-Inspector,,,1593,16,0.125,,,SOLO_3690,31_General/Public Place_2,,,False,Medium,Normal
3691,100100066202300005,FIR,Charge Sheeted,66,Chitradurga,Karnataka,198,2023-09-01,2023-08-31 19:48:37,Crimes Against Senior Citizens,Neglect of Senior Citizens,Violent,Non-Heinous,"The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The incident took place in a residential at 12:00 hours on Thursday. A group of 4 individuals was involved in the offense. Forensic search and examination revealed Bank Statement, CCTV Footage and Medical Examination Report at the scene.",66,Chitradurga,14.246229,76.417628,Residential,False,Unknown/One-Time,2023-08-31 12:51:37,2023-08-31 14:38:37,12,Thursday,True,6.95,1048,2121.0,65+,M,4,2121;2122;2123;2124,False,,,65+,F,1,Known,False,False,3,Bank Statement;CCTV Footage;Medical Examination Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,1048,14,0.0714285714285714,CP00103,,CP00103,61_Residential_2,,,False,Medium,Normal
3692,100010002202500007,FIR,Charge Sheeted,2,Bagalkot,Karnataka,5,2025-12-05,2025-12-04 18:50:35,Crimes Against Body,Abduction,Violent,Non-Heinous,The offense occurred near a general/public place around 12:00 hours on Thursday. A group of individuals forcefully took the victim away from their office to settle an outstanding business debt. Key evidence collected includes CCTV Footage and Weapon Recovery. Investigation indicates the involvement of a single perpetrator.,2,Bagalkot,16.149762,75.751524,General/Public Place,False,Unknown/One-Time,2025-12-04 12:08:35,2025-12-04 14:03:35,12,Thursday,False,6.7,222,5091.0,26-35,M,1,5091,False,,,Minor (<18),F,1,Stranger,False,False,2,CCTV Footage;Weapon Recovery,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,222,15,0.0666666666666666,,,SOLO_3692,7_General/Public Place_2,,,False,Medium,Normal
3693,100150096202400005,FIR,Charge Sheeted,96,Hassan,Karnataka,288,2024-01-06,2024-01-01 19:05:51,Human Trafficking,Trafficking for Sexual Exploitation,Violent,Non-Heinous,A single individual executed the crime. The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. The incident was reported from a border-transit at 13:00 hours on Sunday. Investigators recovered Travel Document from the location.,96,Hassan,12.970906,76.122267,Border-Transit,False,Unknown/One-Time,2023-12-31 13:04:51,2023-12-31 16:13:51,13,Sunday,True,30.016666666666666,921,2608.0,51-65,M,1,2608,False,,,Minor (<18),F,1,Stranger,False,False,1,Travel Document,0,,,,Charge-Sheeted,,Circle Inspector,,,921,4,0.0,,,SOLO_3693,71_Border-Transit_2,,,False,Medium,Normal
3694,100160106202200003,FIR,Pending Trial,106,Haveri,Karnataka,317,2022-11-28,2022-11-25 15:27:34,Cyber Crime,Social Media Impersonation,Cyber-Financial,Heinous,The accused created a fake account of the victim and posted offensive material to ruin their reputation. Evidence seized during the initial probe includes Bank Transaction Statement and IP Access Log. The event transpired at a cyber-agnostic around 12:00 hours on Friday.,106,Haveri,14.798866,75.420552,Cyber-Agnostic,False,inter-district,2022-11-25 12:26:34,2022-11-25 13:55:34,12,Friday,False,3.0166666666666666,1325,1126.0,51-65,M,1,1126,True,,,18-25,M,1,Stranger,False,False,2,Bank Transaction Statement;IP Access Log,0,,,,Not Yet Disposed,,Sub-Inspector,,,1325,5,0.0,CP00124,,CP00124,45_Cyber-Agnostic_2,,,True,Severe,Normal
3695,100030023202200003,FIR,Disposed - Convicted,23,Belagavi,Karnataka,68,2022-05-10,2022-05-04 22:11:25,Crimes Against State,Unlawful Activities,Public-Order,Non-Heinous,"Police later collected Digital Communication Record, Seized Document and Surveillance Report as part of the case file. The suspect acted as a local courier, transporting illegal funding and secure communication devices to active members of an outlawed group. The incident took place in a general/public place at 12:00 hours on Wednesday. A group of 2 individuals was involved in the offense.",23,Belagavi,15.839677,74.529287,General/Public Place,False,Unknown/One-Time,2022-05-04 12:38:25,2022-05-04 17:23:25,12,Wednesday,False,9.55,1527,440.0,Minor (<18),M,2,440;441,True,,,,,0,,False,False,5,Digital Communication Record;Seized Document;Surveillance Report,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1527,6,0.0,CP00090,,CP00090,51_General/Public Place_2,,,True,High,Normal
