CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
3498,100260163202300008,202300008,2023-04-02,1152,163,1,2,11,60,5,139,2023-03-24 04:15:36,2023-03-24 06:24:36,2023-03-24 10:31:36,13.37003,77.101721,"The crime was committed by a group of 2 co-offenders. The accused cheated the elderly victim by pretending to be a bank officer and withdrawing their life savings. The event transpired at a general/public place around 04:00 hours on Friday. Investigators recovered Bank Statement, CCTV Footage and Witness Statement Record from the location."
3499,100010004202200003,202200003,2022-10-21,89,4,1,1,3,17,2,38,2022-10-17 21:10:22,2022-10-17 21:46:22,2022-10-21 04:11:22,16.172327,75.731077,"The suspect forced himself upon the victim at her workplace and threatened her with termination if she spoke. Evidence seized during the initial probe includes CCTV Footage, Call Detail Record and DNA Swab. The incident took place in a general/public place at 21:00 hours on Monday."
3500,100020011202300006,202300006,2023-10-17,916,11,1,1,7,44,2,38,2023-10-14 09:35:07,2023-10-14 11:25:07,2023-10-14 13:32:07,15.187066,76.952404,"The suspects sent fake tax refund emails, leading victims to enter credit card details on a cloned site. The offense occurred near a cyber-agnostic around 09:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator."
3501,100110076202200006,202200006,2022-06-01,2404,76,1,1,2,9,1,101,2022-05-28 05:02:43,2022-05-28 06:12:43,2022-05-28 16:03:43,12.828186,74.870293,The thief stealthily removed the complainant's wallet and mobile phone from their pocket in a crowded bus. The incident was reported from a market at 05:00 hours on Saturday. A single individual executed the crime.
3502,100260161202600006,202600006,2026-04-20,628,161,1,2,10,56,1,29,2026-04-13 15:01:13,2026-04-13 17:35:13,2026-04-13 20:17:13,13.318601,77.097749,The event transpired at a transit-bus-stop around 15:00 hours on Monday. The accused was intercepted after hitting a divider; medical reports confirmed severe alcohol intoxication. Key evidence collected includes Breath Analyzer Report. The crime was committed by a group of 2 co-offenders.
3503,100120080202400006,202400006,2024-11-04,2495,80,1,2,2,14,6,38,2024-10-29 18:16:54,2024-10-29 23:15:54,2024-10-29 23:58:54,14.443207,75.95275,"A group of 2 individuals was involved in the offense. The suspects vandalized the crops in the complainant's agricultural field using cattle. The incident took place in a general/public place at 18:00 hours on Tuesday. Investigators recovered Fingerprint Lift, Recovered Stolen Property and Scene Photograph from the location."
3504,100090059202400002,202400002,2024-01-29,52,59,1,2,11,61,3,4,2024-01-28 18:55:54,2024-01-28 22:47:54,2024-01-29 10:56:54,13.342148,75.753705,The suspects locked their elderly grandmother in the backyard shed and ignored her health requirements. Evidence seized during the initial probe includes Bank Statement and Witness Statement Record. The offense occurred near a residential around 18:00 hours on Sunday.
3505,100120083202200005,202200005,2022-05-14,3199,83,1,1,9,50,2,91,2022-05-07 15:20:11,2022-05-07 16:23:11,2022-05-07 19:18:11,14.438539,75.91338,Police later collected Surveillance Report as part of the case file. The accused posted videos inciting hatred and disaffection towards the constitutionally established government. The incident was reported from a general/public place at 15:00 hours on Saturday. A single individual executed the crime.
3506,100280177202400004,202400004,2024-12-17,2732,177,1,1,1,8,3,31,2024-12-14 23:50:23,2024-12-15 05:14:23,2024-12-15 05:44:23,14.791814,74.665839,"The accused physically obstructed and assaulted the complainant in the market area, creating public nuisance. The event transpired at a general/public place around 23:00 hours on Saturday. The crime was committed by a group of 2 co-offenders. Forensic search and examination revealed Blood Sample and Post-Mortem Report at the scene."
3507,300270169202400001,202400001,2024-04-06,992,169,2,2,3,19,1,46,2024-04-01 19:12:49,2024-04-01 23:17:49,2024-04-04 06:42:49,13.380581,74.698069,The incident took place in a residential at 19:00 hours on Monday. The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. A lone suspect was involved in carrying out this offense.
3508,100070048202600004,202600004,2026-04-04,2932,48,1,1,13,66,1,85,2026-04-03 15:20:14,2026-04-03 19:46:14,2026-04-03 23:36:14,11.876483,76.960498,"The accused brandished a gun in a public place during a local festival, creating panic. The offense occurred near a general/public place around 15:00 hours on Friday. Investigators recovered Seizure Photograph from the location."
3509,100030023202600003,202600003,2026-12-08,292,23,1,1,5,33,1,93,2026-12-06 17:47:02,2026-12-07 01:36:02,2026-12-07 10:35:02,15.822635,74.453723,"A group of individuals attacked shops belonging to a specific community, escalating local tension. Evidence seized during the initial probe includes CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording. The incident was reported from a general/public place at 17:00 hours on Sunday."
3510,100260164202500002,202500002,2025-12-17,2751,164,1,2,13,69,6,56,2025-12-11 14:25:14,2025-12-11 14:43:14,2025-12-11 23:15:14,13.365084,77.082855,Police later collected Seized Contraband and Seizure Photograph as part of the case file. The police raided a field and destroyed raw materials used by the accused to brew illicit alcohol. The event transpired at a general/public place around 14:00 hours on Thursday. The crime was committed by a group of 2 co-offenders.
3511,100160103202600010,202600010,2026-01-12,296,103,1,1,13,68,2,18,2026-01-07 12:04:21,2026-01-07 19:18:21,2026-01-08 03:01:21,14.780688,75.400488,"The suspects were found operating a local gambling den behind the market area, recovering cash. The incident took place in a general/public place at 12:00 hours on Wednesday. A group of 2 individuals was involved in the offense. Forensic search and examination revealed Seizure Photograph at the scene."
3512,100050034202600004,202600004,2026-12-15,2033,34,1,1,11,59,1,133,2026-12-14 15:53:44,2026-12-14 20:27:44,2026-12-14 22:09:44,12.93112,77.62575,The offense occurred near a residential around 15:00 hours on Monday. The accused beat their dependent mother and demanded she sign the bank pension documents. The offense was carried out by 2 suspects acting together.
3513,100100066202200006,202200006,2022-01-15,1972,66,1,2,11,61,3,86,2022-01-09 15:16:19,2022-01-09 16:16:19,2022-01-09 19:01:19,14.234492,76.4455,"A single individual executed the crime. The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The incident was reported from a residential at 15:00 hours on Sunday. Investigators recovered CCTV Footage and Witness Statement Record from the location."
3514,100310194202300005,202300005,2023-12-26,681,194,1,2,14,71,5,100,2023-12-23 09:11:39,2023-12-23 15:07:39,2023-12-24 12:57:39,15.2629,76.377091,The police raided the lodge and rescued victims who were forced into commercial sex by the suspects. The event transpired at a border-transit around 09:00 hours on Saturday.
3515,100080053202300005,202300005,2023-08-19,1147,53,1,2,13,69,2,55,2023-08-14 09:16:27,2023-08-14 17:13:27,2023-08-15 00:12:27,13.441265,77.714995,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The suspect was arrested for transporting chemically spiked toddy meant for local sales. The incident took place in a general/public place at 09:00 hours on Monday. A group of 3 individuals was involved in the offense."
3516,100020014202200007,202200007,2022-04-05,895,14,1,2,3,21,3,22,2022-03-31 01:36:37,2022-03-31 02:48:37,2022-04-01 02:50:37,15.107265,76.938676,The accused grabbed the victim's hand and pulled her towards him in a crowded market area. The offense occurred near a general/public place around 01:00 hours on Thursday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed CCTV Footage at the scene.
3517,100210134202600002,202600002,2026-06-12,645,134,1,2,3,23,3,62,2026-06-06 16:22:44,2026-06-06 17:10:44,2026-06-06 18:11:44,12.489296,76.905544,The incident was reported from a general/public place at 16:00 hours on Saturday. The accused splashed a chemical substance on the victim's arm during a physical confrontation. A gang of 2 co-accused was implicated in this incident.
3518,100030026202500007,202500007,2025-03-20,1264,26,1,1,6,38,6,59,2025-03-13 15:12:18,2025-03-13 23:08:18,2025-03-14 10:14:18,15.882803,74.458235,"The accused used online gaming platforms and crypto transactions to wash illegal funds. The event transpired at a general/public place around 15:00 hours on Thursday. Investigators recovered Digital Ledger, Forged Document and Seized Financial Record from the location."
3519,100290186202300007,202300007,2023-11-24,1599,186,1,2,3,22,2,82,2023-11-21 09:30:46,2023-11-21 14:18:46,2023-11-21 19:15:46,16.850557,75.678609,The suspect set up surveillance near the victim's residence and tracked her movements. Evidence seized during the initial probe includes CCTV Footage and Medical Examination Report. The incident took place in a general/public place at 09:00 hours on Tuesday.
3520,100030026202500008,202500008,2025-05-18,1607,26,1,2,3,20,5,32,2025-05-10 01:09:28,2025-05-10 07:13:28,2025-05-12 09:44:28,15.881939,74.464551,"Police later collected CCTV Footage, DNA Swab and Medical Examination Report as part of the case file. The victim was subjected to physical abuse and locked in a room by her husband over domestic disputes. The offense occurred near a residential around 01:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator."
3521,100020010202200002,202200002,2022-01-01,2983,10,1,1,9,50,1,1,2021-12-23 12:42:51,2021-12-23 16:47:51,2021-12-23 18:46:51,15.120837,76.933327,The accused posted videos inciting hatred and disaffection towards the constitutionally established government. The incident was reported from a general/public place at 12:00 hours on Thursday. A gang of 2 co-accused was implicated in this incident.
3522,100040027202600005,202600005,2026-08-14,2690,27,1,2,8,47,2,127,2026-08-09 18:27:08,2026-08-09 23:28:08,2026-08-10 18:39:08,13.273177,77.598536,The event transpired at a highway around 18:00 hours on Sunday. The suspects were intercepted at the toll plaza with a large consignment of contraband hidden in a truck. Key evidence collected includes Seizure Photograph and Weighment Report. The crime was committed by a single offender.
3523,100130085202600009,202600009,2026-01-09,1398,85,1,2,14,72,2,15,2026-01-04 16:43:52,2026-01-04 23:10:52,2026-01-05 07:00:52,15.477151,75.030503,A lone suspect was involved in carrying out this offense. The suspect forced the victim to work in his dairy farm for no pay under threat of violence. The incident took place in a general/public place at 16:00 hours on Sunday. Investigators recovered Scene Photograph and Victim Statement Record from the location.
3524,100280177202400005,202400005,2024-07-24,445,177,1,2,12,65,3,88,2024-07-22 12:26:21,2024-07-22 20:03:21,2024-07-22 21:42:21,14.791779,74.656971,The accused tore official documents and threatened the public servant inside their office. Evidence seized during the initial probe includes Seized Property List. The offense occurred near a general/public place around 12:00 hours on Monday.
3525,100110075202400002,202400002,2024-03-06,2160,75,1,2,6,36,6,88,2024-03-05 09:34:06,2024-03-05 14:22:06,2024-03-06 01:14:06,12.908898,74.82847,Police later collected Forged Document as part of the case file. The suspect created fake degree certificates and mark sheets to secure a government job. The incident was reported from a general/public place at 09:00 hours on Tuesday. A single individual executed the crime.
3526,300120083202300003,202300003,2023-08-13,1944,83,2,1,12,65,2,3,2023-08-09 16:44:15,2023-08-09 19:23:15,2023-08-09 21:01:15,14.494533,75.932532,The accused tore official documents and threatened the public servant inside their office. The event transpired at a general/public place around 16:00 hours on Wednesday. The crime was committed by a single offender.
3527,100280179202300004,202300004,2023-06-28,2979,179,1,2,6,35,5,129,2023-06-22 10:55:25,2023-06-22 12:00:25,2023-06-22 16:03:25,14.789347,74.703257,The incident took place in a general/public place at 10:00 hours on Thursday. The warehouse manager illegally sold stored electronic goods and pocketed the proceeds. Key evidence collected includes Audit Report and Seized Financial Record. A lone suspect was involved in carrying out this offense.
3528,100140092202300007,202300007,2023-02-06,2643,92,1,2,3,20,6,58,2023-01-29 19:30:23,2023-01-29 23:27:23,2023-01-31 16:18:23,15.455662,75.654976,Investigation indicates the involvement of a single perpetrator. The victim was subjected to continuous verbal abuse and denied basic expenses by her husband. The offense occurred near a residential around 19:00 hours on Sunday.
3529,300130085202500001,202500001,2025-06-11,965,85,2,2,10,56,2,55,2025-06-10 16:45:12,2025-06-10 18:48:12,2025-06-11 00:18:12,15.485468,75.039729,"The accused was intercepted after hitting a divider; medical reports confirmed severe alcohol intoxication. Evidence seized during the initial probe includes Breath Analyzer Report, CCTV Footage, Mechanical Inspection Report and Vehicle Damage Report. The incident was reported from a transit-bus-stop at 16:00 hours on Tuesday."
3530,100300190202300006,202300006,2023-12-13,2647,190,1,1,11,61,6,83,2023-12-13 17:20:27,2023-12-13 18:17:27,2023-12-13 20:02:27,16.775909,77.169552,"Police later collected Medical Examination Report and Witness Statement Record as part of the case file. The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The event transpired at a residential around 17:00 hours on Wednesday. The crime was committed by a single offender."
3531,100280180202200006,202200006,2022-12-09,2920,180,1,1,2,9,2,93,2022-12-02 02:37:37,2022-12-02 04:29:37,2022-12-02 10:28:37,14.760444,74.676512,The thief stealthily removed the complainant's wallet and mobile phone from their pocket in a crowded bus. The incident took place in a market at 02:00 hours on Friday. Forensic search and examination revealed Fingerprint Lift and Scene Photograph at the scene.
3532,100050039202200014,202200014,2022-09-09,1544,39,1,2,14,72,2,66,2022-09-04 15:30:39,2022-09-04 19:26:39,2022-09-04 23:03:39,12.990134,77.642396,The offense occurred near a general/public place around 15:00 hours on Sunday. The suspect forced the victim to work in his dairy farm for no pay under threat of violence. Key evidence collected includes Travel Document and Victim Statement Record. The offense was carried out by 2 suspects acting together.
3533,400020011202200001,202200001,2022-12-17,383,11,3,1,8,46,3,29,2022-12-10 13:09:17,2022-12-10 20:47:17,2022-12-10 23:40:17,15.161001,76.885309,"The accused was found carrying MDMA pills hidden inside a modified thermos flask. The incident was reported from a general/public place at 13:00 hours on Saturday. Investigators recovered Chemical Analysis Report, Seized Narcotic Substance, Seizure Photograph and Weighment Report from the location."
3534,100230146202500004,202500004,2025-04-18,1732,146,1,2,1,3,6,63,2025-04-14 00:46:58,2025-04-14 01:32:58,2025-04-14 02:57:58,16.239362,77.403584,"The accused hit the victim with a heavy stone during a spontaneous street brawl, leading to fatal trauma. Evidence seized during the initial probe includes Fingerprint Lift and Medical Examination Report. The event transpired at a general/public place around 00:00 hours on Monday."
3535,100050039202600009,202600009,2026-09-09,1351,39,1,2,9,50,1,59,2026-09-06 10:58:37,2026-09-06 18:47:37,2026-09-06 19:28:37,12.987831,77.531819,The suspects printed pamphlets urging citizens to launch armed resistance against government authority. The incident took place in a general/public place at 10:00 hours on Sunday.
3536,100280178202300002,202300002,2023-03-25,1561,178,1,2,8,46,6,15,2023-03-18 17:58:04,2023-03-19 01:39:04,2023-03-19 03:50:04,14.78731,74.735261,The accused was found carrying MDMA pills hidden inside a modified thermos flask. The offense occurred near a general/public place around 17:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed Seized Narcotic Substance at the scene.
3537,100100069202500005,202500005,2025-02-16,1794,69,1,2,12,64,1,64,2025-02-09 09:34:50,2025-02-09 16:47:50,2025-02-10 01:40:50,14.255091,76.421492,"The incident was reported from a general/public place at 09:00 hours on Sunday. The suspects forcefully entered the complainant's agricultural field and threatened the workers. Key evidence collected includes Scene Photograph, Seized Property List and Witness Statement Record."
3538,100100066202400005,202400005,2024-10-02,2362,66,1,2,5,32,6,60,2024-09-28 18:27:33,2024-09-28 21:31:33,2024-09-29 05:15:33,14.221803,76.43541,"The crime was committed by a single offender. The suspect dumped garbage and chemical waste on the public road, causing a public hazard. The event transpired at a general/public place around 18:00 hours on Saturday. Investigators recovered Scene Photograph and Seized Weapon/Object from the location."
3539,100070048202400006,202400006,2024-01-06,2317,48,1,1,9,53,6,108,2024-01-03 08:24:23,2024-01-03 10:12:23,2024-01-03 11:05:23,11.890008,76.972314,"The accused was caught attempting to recruit local youths into an armed rebel group to overthrow the local administration. Evidence seized during the initial probe includes Digital Communication Record, Seized Document and Surveillance Report. The incident took place in a general/public place at 08:00 hours on Wednesday."
3540,100040027202300008,202300008,2023-04-22,2100,27,1,1,11,61,2,96,2023-04-20 09:15:18,2023-04-20 16:20:18,2023-04-20 20:04:18,13.280952,77.60309,"Police later collected Bank Statement, CCTV Footage, Medical Examination Report and Witness Statement Record as part of the case file. The suspects left their sick elderly father alone in a house without food, water, or medical attention. The offense occurred near a residential around 09:00 hours on Thursday. Investigation indicates the involvement of a single perpetrator."
3541,100140093202200005,202200005,2022-08-13,482,93,1,2,4,28,2,45,2022-08-09 16:30:25,2022-08-09 19:58:25,2022-08-09 22:17:25,15.419093,75.622406,"The factory owner employed minors for chemical processing, violating child safety laws. The incident was reported from a general/public place at 16:00 hours on Tuesday. Forensic search and examination revealed CCTV Footage and Medical Examination Report at the scene."
3542,100250159202500007,202500007,2025-03-15,3171,159,1,2,8,48,1,101,2025-03-14 18:54:14,2025-03-15 00:08:14,2025-03-15 04:15:14,13.96556,75.578931,The event transpired at a general/public place around 18:00 hours on Friday. Cannabis cultivation was discovered inside a greenhouse setup in the backyard of the farmhouse. The crime was committed by a group of 3 co-offenders.
3543,100010001202500005,202500005,2025-05-02,1868,1,1,2,11,61,2,90,2025-04-24 15:48:13,2025-04-24 18:46:13,2025-04-24 19:52:13,16.236447,75.728208,"A lone suspect was involved in carrying out this offense. The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The incident took place in a residential at 15:00 hours on Thursday. Investigators recovered Bank Statement, CCTV Footage and Witness Statement Record from the location."
3544,100020015202600003,202600003,2026-08-23,1320,15,1,2,4,26,1,79,2026-08-17 16:11:03,2026-08-17 17:26:03,2026-08-18 22:31:03,15.103442,76.913792,The suspects ran a racket procuring children from poor families and selling them to childless couples. Evidence seized during the initial probe includes Guardian Statement Record and Medical Examination Report. The offense occurred near a border-transit around 16:00 hours on Monday.
3545,100060042202300003,202300003,2023-09-28,919,42,1,2,2,11,1,108,2023-09-25 17:19:15,2023-09-25 21:13:15,2023-09-25 22:20:15,17.920917,77.552276,"Police later collected Scene Photograph as part of the case file. Armed robbers entered the residence, threatened the family with sharp weapons, and ransacked the safe. The incident was reported from a highway at 17:00 hours on Monday. A gang of 3 co-accused was implicated in this incident."
3546,100280176202200004,202200004,2022-12-29,904,176,1,1,7,45,2,32,2022-12-26 09:22:29,2022-12-26 11:02:29,2022-12-26 13:02:29,14.816161,74.724586,The suspect created a profile in the name of a senior police officer and issued fake advisories. The event transpired at a cyber-agnostic around 09:00 hours on Monday. Forensic search and examination revealed IP Access Log at the scene.
3547,800120082202400003,202400003,2024-12-24,1410,82,4,2,2,15,2,40,2024-12-20 16:49:21,2024-12-20 19:31:21,2024-12-21 10:41:21,14.491118,75.930099,The incident took place in a market at 16:00 hours on Friday. The accused collected advance money for a car sale and then switched off their phone and disappeared. Key evidence collected includes Fingerprint Lift and Scene Photograph. A lone suspect was involved in carrying out this offense.
3548,100210130202500002,202500002,2025-03-29,2879,130,1,1,6,37,3,90,2025-03-23 15:58:33,2025-03-23 20:08:33,2025-03-24 00:04:33,12.551559,76.939162,Investigation indicates the involvement of a single perpetrator. The accused was found in possession of a scanning machine and templates for printing fake bills. The offense occurred near a market around 15:00 hours on Sunday. Investigators recovered Seized Financial Record from the location.
3549,100220140202600004,202600004,2026-07-12,2523,140,1,2,12,65,6,56,2026-07-09 08:56:18,2026-07-09 09:52:18,2026-07-09 13:29:18,12.320525,76.623658,The suspect obstructed the government official from executing a demolition order and pelted stones. The incident was reported from a general/public place at 08:00 hours on Thursday.
3550,100130086202400004,202400004,2024-08-26,1710,86,1,2,4,28,2,136,2024-08-19 15:03:13,2024-08-19 22:45:13,2024-08-20 01:18:13,15.498844,74.977184,"Police later collected CCTV Footage, DNA Swab and Medical Examination Report as part of the case file. The factory owner employed minors for chemical processing, violating child safety laws. The event transpired at a general/public place around 15:00 hours on Monday. The crime was committed by a group of 2 co-offenders."
3551,100190124202400004,202400004,2024-12-08,1998,124,1,2,4,28,5,29,2024-12-05 09:12:43,2024-12-05 14:54:43,2024-12-05 16:47:43,13.125961,78.083512,The police rescued minor children working late hours in a local restaurant under subhuman conditions. The incident took place in a general/public place at 09:00 hours on Thursday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed CCTV Footage and Guardian Statement Record at the scene.
3552,100020010202600003,202600003,2026-12-27,3087,10,1,1,5,29,1,103,2026-12-23 09:00:59,2026-12-23 15:47:59,2026-12-23 16:21:59,15.138183,76.933569,"The offense occurred near a general/public place around 09:00 hours on Wednesday. Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. Key evidence collected includes CCTV Footage and Seized Weapon/Object. Investigation indicates the involvement of a single perpetrator."
3553,100040027202300009,202300009,2023-12-19,1040,27,1,1,2,9,2,74,2023-12-13 23:32:09,2023-12-14 00:12:09,2023-12-14 17:24:09,13.192574,77.60618,"The suspect entered the shop posing as a customer and stole expensive items from the display counter when the clerk turned away. The incident was reported from a market at 23:00 hours on Wednesday. Investigators recovered CCTV Footage, Fingerprint Lift and Recovered Stolen Property from the location."
3554,100020014202500006,202500006,2025-09-22,304,14,1,2,6,34,5,59,2025-09-20 02:01:38,2025-09-20 07:19:38,2025-09-20 17:04:38,15.141655,76.95439,"The accused submitted forged salary slips and identity cards to obtain a home loan from the bank. Evidence seized during the initial probe includes Bank Transaction Statement, Digital Ledger and Forged Document. The event transpired at a market around 02:00 hours on Saturday."
3555,100070050202300004,202300004,2023-02-19,3165,50,1,1,2,14,2,110,2023-02-12 11:33:41,2023-02-12 12:57:41,2023-02-12 19:32:41,11.948303,76.910055,Police later collected Fingerprint Lift and Tool Mark Analysis as part of the case file. The suspects damaged the glass windows of the complainant's house by throwing stones. The incident took place in a general/public place at 11:00 hours on Sunday. A group of 3 individuals was involved in the offense.
3556,100050035202500001,202500001,2025-08-14,42,35,1,2,5,32,1,60,2025-08-07 13:57:58,2025-08-07 17:48:58,2025-08-08 05:03:58,12.995649,77.567376,The accused created a nuisance by consuming alcohol and shouting in a public park near a residential area. The offense occurred near a general/public place around 13:00 hours on Thursday. Investigation indicates the involvement of a single perpetrator.
3557,100120079202400002,202400002,2024-05-23,2016,79,1,2,9,50,5,38,2024-05-22 12:17:57,2024-05-22 19:48:57,2024-05-23 03:11:57,14.495135,75.897094,The incident was reported from a general/public place at 12:00 hours on Wednesday. The accused posted videos inciting hatred and disaffection towards the constitutionally established government. Key evidence collected includes Seized Document and Surveillance Report. A single individual executed the crime.
3558,100150095202200009,202200009,2022-02-21,5,95,1,1,8,48,1,56,2022-02-19 14:27:18,2022-02-19 16:44:18,2022-02-19 17:55:18,13.003588,76.123178,The suspect cultivated poppy plants on forest land bordering his agricultural property. The event transpired at a general/public place around 14:00 hours on Saturday. Investigators recovered Seizure Photograph from the location.
3559,300290183202400001,202400001,2024-02-22,1282,183,2,1,3,19,6,14,2024-02-17 23:12:24,2024-02-18 01:36:24,2024-02-19 02:46:24,16.823938,75.696147,The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. Evidence seized during the initial probe includes CCTV Footage and Medical Examination Report. The incident took place in a residential at 23:00 hours on Saturday.
3560,100290183202600010,202600010,2026-11-10,562,183,1,2,5,33,1,135,2026-11-07 12:04:21,2026-11-07 16:06:21,2026-11-07 17:10:21,16.796608,75.72435,"Police later collected Scene Photograph as part of the case file. A group of individuals attacked shops belonging to a specific community, escalating local tension. The offense occurred near a general/public place around 12:00 hours on Saturday. Investigation indicates the involvement of a single perpetrator."
3561,100150099202600003,202600003,2026-04-10,2916,99,1,2,13,68,1,125,2026-04-04 13:56:02,2026-04-04 18:04:02,2026-04-04 20:35:02,12.976592,76.114266,"The suspects were found operating a local gambling den behind the market area, recovering cash. The incident was reported from a general/public place at 13:00 hours on Saturday. Forensic search and examination revealed Panchnama Report at the scene."
3562,100300189202200002,202200002,2022-01-11,2743,189,1,2,11,60,6,40,2022-01-06 13:03:14,2022-01-06 19:18:14,2022-01-07 06:41:14,16.765816,77.125752,The event transpired at a general/public place around 13:00 hours on Thursday. The accused tricked the elderly complainant into signing a general power of attorney for their house. Key evidence collected includes Bank Statement and Medical Examination Report. The crime was committed by a group of 2 co-offenders.
3563,100260164202400002,202400002,2024-10-23,1479,164,1,2,2,15,6,122,2024-10-17 16:37:51,2024-10-17 20:34:51,2024-10-19 07:25:51,13.376788,77.122619,A lone suspect was involved in carrying out this offense. The accused collected advance money for a car sale and then switched off their phone and disappeared. The incident took place in a market at 16:00 hours on Thursday.
3564,100030026202500009,202500009,2025-09-02,1264,26,1,1,13,67,6,118,2025-08-29 13:35:04,2025-08-29 16:20:04,2025-08-29 19:57:04,15.878995,74.454917,The suspects were intercepted transporting bulk quantities of cheap liquor from the neighboring state. Evidence seized during the initial probe includes Seizure Photograph. The offense occurred near a general/public place around 13:00 hours on Friday.
3565,800110072202400001,202400001,2024-07-18,2927,72,4,2,3,19,3,18,2024-07-12 21:09:51,2024-07-12 21:16:51,2024-07-16 07:33:51,12.852658,74.869121,"Police later collected CCTV Footage, Call Detail Record, Clothing Sample, DNA Swab and Medical Examination Report as part of the case file. The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. The incident was reported from a residential at 21:00 hours on Friday."
3566,100140093202600012,202600012,2026-05-03,152,93,1,2,12,63,5,24,2026-05-02 17:46:52,2026-05-02 20:55:52,2026-05-03 00:29:52,15.408489,75.622129,"The accused made threatening phone calls to the victim, warning them of severe consequences. The event transpired at a general/public place around 17:00 hours on Saturday. The crime was committed by a group of 2 co-offenders. Forensic search and examination revealed Seized Property List at the scene."
3567,100130089202500003,202500003,2025-07-25,155,89,1,2,6,36,3,108,2025-07-21 11:57:39,2025-07-21 16:56:39,2025-07-22 00:29:39,15.454424,75.014174,The incident took place in a general/public place at 11:00 hours on Monday. The suspect created fake degree certificates and mark sheets to secure a government job. Key evidence collected includes Digital Ledger. A group of 2 individuals was involved in the offense.
3568,100030017202500004,202500004,2025-02-17,1101,17,1,2,9,52,6,101,2025-02-11 13:08:45,2025-02-11 19:19:45,2025-02-11 21:10:45,15.854582,74.475344,"The suspects received funds from foreign entities to coordinate subversive activities in the city. The offense occurred near a general/public place around 13:00 hours on Tuesday. Investigators recovered Digital Communication Record, Seized Document and Surveillance Report from the location."
3569,100140093202200006,202200006,2022-03-15,3019,93,1,1,4,28,6,123,2022-03-10 08:52:10,2022-03-10 13:05:10,2022-03-10 15:17:10,15.412379,75.625211,"The police rescued minor children working late hours in a local restaurant under subhuman conditions. Evidence seized during the initial probe includes CCTV Footage, DNA Swab and Guardian Statement Record. The incident was reported from a general/public place at 08:00 hours on Thursday."
3570,100250158202600004,202600004,2026-10-28,2096,158,1,2,4,26,5,103,2026-10-23 18:53:43,2026-10-24 01:28:43,2026-10-28 11:01:43,13.982997,75.582493,The accused attempted to smuggle minor children across the state border in a closed goods vehicle. The event transpired at a border-transit around 18:00 hours on Friday. The crime was committed by a single offender.
3571,100290186202300008,202300008,2023-05-16,253,186,1,1,6,38,2,50,2023-05-11 14:05:35,2023-05-11 19:44:35,2023-05-12 00:54:35,16.848809,75.703026,The accused used online gaming platforms and crypto transactions to wash illegal funds. The incident took place in a general/public place at 14:00 hours on Thursday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Forged Document and Seized Financial Record at the scene.
3572,100040030202500006,202500006,2025-05-20,1204,30,1,1,6,35,1,36,2025-05-19 15:56:45,2025-05-19 22:25:45,2025-05-20 04:54:45,13.25454,77.553717,"The offense occurred near a general/public place around 15:00 hours on Monday. The accused, entrusted with the complainant's luxury vehicle for rental services, sold it to a third party. Key evidence collected includes Audit Report and Bank Transaction Statement. Investigation indicates the involvement of a single perpetrator."
3573,100010001202400007,202400007,2024-03-27,2586,1,1,2,3,23,6,2,2024-03-23 14:28:51,2024-03-23 22:10:51,2024-03-24 01:14:51,16.180459,75.737476,The accused splashed a chemical substance on the victim's arm during a physical confrontation. The incident was reported from a general/public place at 14:00 hours on Saturday. Investigators recovered Medical Examination Report from the location.
3574,800060046202300001,202300001,2023-04-08,1620,46,4,1,3,18,6,57,2023-04-05 15:52:27,2023-04-05 21:56:27,2023-04-08 14:33:27,17.903545,77.554925,"The accused sent inappropriate messages and photos to the victim's phone, causing distress. Evidence seized during the initial probe includes Medical Examination Report. The event transpired at a general/public place around 15:00 hours on Wednesday."
3575,100300189202600004,202600004,2026-03-31,2411,189,1,2,3,19,2,98,2026-03-23 20:44:34,2026-03-24 03:47:34,2026-03-24 20:18:34,16.737299,77.145204,Police later collected Call Detail Record and Medical Examination Report as part of the case file. The victim was poisoned to death by her in-laws after her parents failed to provide the demanded vehicle. The incident took place in a residential at 20:00 hours on Monday. A group of 3 individuals was involved in the offense.
